Review date,Review URL,Author name,Author URL,Local Guide,Author reviews,Star rating,Review content,Review image,Review video
2025-01-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUR2bElHUW1BRRAB!2m1!1s0x0 ,Tracy Michelle,https://www.google.com/maps/contrib/109476308375069702951,TRUE,371,5,What a wonderful job the rooster tail did on the VA local Christmas party.,,
2025-01-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNmMzlQVjJnRRAB!2m1!1s0x0 ,Angel Warren,https://www.google.com/maps/contrib/114665224015620765517,FALSE,1,5,,,
2025-01-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNmMGFMZE5nEAE!2m1!1s0x0 ,Sonja M,https://www.google.com/maps/contrib/110679684814957421037,TRUE,99,5,Very beautifully decorated. Loved the food and atmosphere.,"""https://lh3.googleusercontent.com/geougc-cs/AIHozJKDDLUSM6FFKUUK7SIH9HQ0UiL8zWFCKKyCZA9mADsTSiTVdXymCzz8j0cnWCUYe9ntGS-XYqXEMpZ_Xh6IeiqFww4e9-CNnkJ0e2ViL8u9CIfsiOezZ3me2BY2-a_nLs06TKxqKQ=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJKJabNLiuHMrMyqzk2KkdU7T2XAug0DSv9pTdlb4eQYieOplKIyjAPchQygUIl_PiMKilcONyeL9N1AYz8zlnOYqgamVXQwpoJuF7VQ7ad1O6uTuU5Iyz-lmoAFFqWGSDQ0R_E=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJJhaB7PPWmKhyluM2uidm2GKYRGHha23WGOuj2ApV29vLHQvyR9QYzZxyj03D0-YOOJYyhvoptwiATToWfLSrHk5m6NMw8nCzrpqK6r9TjDggCB3HZTTxPcIoYDHB1z-S5CwfbV_A=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJJTK4zQUl1V9gWXmfMNPiEewT1qUWD3yoT650w5g2TyjBqZF8mKAZnJ4U-hukaIkawnrYR4NWcmp3n6-cxlXihA--QX_03Cde6Tvrz6HNk4nJ6HAzbkbVM-DLIuvWaMJPs0Q9iS=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJJOu-orB0svAR8WDvnPJdweOPms-XnLlTebwFoGXUIEKv_XFooeD3G1cbXJd8du8aBrGBinsmH_nc6RC3dpJFS01qcGvdg2odia3DepfhJTikevEtTU5WYWz4sWS8Kdbvm9gGaWRA=w100-h100-n""",
2025-01-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNmZ1lyWGVnEAE!2m1!1s0x0 ,Carmen Burke,https://www.google.com/maps/contrib/112538697753104337837,TRUE,132,5,The venue was decorated wonderfully for our gala. The staff was very pleasant and efficient. Food was great and tasty! Hats off to the chef and his team. Shauna was an absolute wonder! She and her staff ensured we didn't want for anything! Top notch customer service.,,
2025-01-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNmeXZDRkJBEAE!2m1!1s0x0 ,Leo's Intuition,https://www.google.com/maps/contrib/102461104446478785462,TRUE,12,4,,,
2025-01-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUR2bTR2TnN3RRAB!2m1!1s0x0 ,MarVince Hill,https://www.google.com/maps/contrib/106236583521371406279,FALSE,51,5,"SHAWNA, Words cannot express how much I adore you!! You really exceeded my expectations for our 1st ever Holiday Gala! The service was amazing and TOP NOTCH. From beginning to end. Over 600 members were blown away by the service they had at the ROOSTERTAIL. Ava was such a sweetheart too. She made sure my BLUE champagne glass was filled to the rim. If I could rate them a million stars I would. Shawna's thee best, HANDS DOWN!!! The holiday decor made me feel like I was a kid again. Keep up the great work! Happy Holidays.",,
2025-01-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUN2dG9PVmZnEAE!2m1!1s0x0 ,Frank Luscri,https://www.google.com/maps/contrib/117995721476489445905,FALSE,4,5,,,
2024-12-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURQcDZIWnJBRRAB!2m1!1s0x0 ,Ella Willmert,https://www.google.com/maps/contrib/111486522979053030105,FALSE,4,5,"I work as a photo booth attendant for Prestige Weddings and Events, I have only worked a handful of events hosted at Roostertail. Every time I am there, I am met with nothing but kind staff who are willing to lend a helping hand. The last time I was there, one of the managers walked me to my car and helped me load my equipment due to a rain storm that was approaching, they care about their vendors and their couples!",,
2024-12-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQzdDRlQnNnRRAB!2m1!1s0x0 ,Michelle Poupard,https://www.google.com/maps/contrib/112070251766244755873,FALSE,4,5,"Bravo!! 👏🏼 Roostertail and everyone involved went above and beyond for our Employee party! Nicole, our main coordinator, was amazing and you can tell she thoroughly enjoys her job shown by her positivity and enthusiasm. We have been planning together since July and she always was quick to respond and manage all of our needs. The day of the party, Nicole always checked up on us and stayed until the end making sure everything was perfect! We also got to meet the owner and his son who were very welcoming and thankful. We met Chef, in which the food he prepared was so tasty and cooked to perfection!  To our surprise, they had their beautiful water feature turned on that is seen through windows surrounding the DJ stage. It was a wonderful display and all our guests loved it! Lastly, the woman’s bathroom is a site to see on its own!! All the woman were taking pics/selfies in there all night! I would highly recommend Roostertail to anyone looking for a class act venue with a one of a kind location right on the Detroit River!","""https://lh3.googleusercontent.com/geougc-cs/AIHozJLjh1Vv_AdhPV_3DLFJEighSLTxKYiY0xb8qQlYOqy3t0jg9djBmiIUbd_PHQmDSvJj0mLOEkHf7aZASmD84ljnuB6rZT4gdyuE8eEEC2BYr90MC3wGOmIwQflNS35M_E3ja2OA=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJJTx_4z5WVl1ES0keB9svZQvBI0xBDFYVEhANzSVbIWhXcIdXCumEEUmKOBuxT_c7sPSEL227E2UijrlWV4TqAr4zZQCg5Giuk-dcd1QDA--fc36Ou2I-ufhdHcvVI3xjNEAZ2pcQ=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJJSWoJAniqRuvVbEs5aKPBakW3ONamjwaEJO__RBoBAqAqwWKkCkJOTqYAwiKJthTvn8GcnoCL8Rrg-Ns1mqKreF7SOaAFu4V3Oy9rFT14YA2F6fpc9OQTVnvtS0nQADdj2vr0=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJJwNDpKSz3RJU6BK4iKltsBR90kBOtMvyxNxWbMH1LgyciUnxUcdtS__NryWvaasjVemaogerqVyOI_vkXz80IaAjIgrdlZALk5SDG_9MC5kgRD-D-O8vD2SdLT9WmdOaeQtU_H=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJIKcO5Sbk4XBFQUrfz5t8e_B8mqbXkTHSZqTSPOFyB2c4QZHoF148D_fMcfLC0MZ8PZUEfX-dwVxcbTDNToWeaTlxW-NfIOiYPWcO5IpCbEYPYXcU3PGLoWc_aBs5x-q3QKQDC1=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJL2fd3DWEv00PJ_YwTMAcfKWkHiEF1FGclKGpWN0q7Tj9p1dnPSDhInaCM-OrFhzptrGTGcI-LGyEmA7kk2EhtCCVvpk5hVMC9sDCUfJw5McAmTMBvbTCzKWx21nkd8M0cK6a18vA=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJJaC5cq85IrcriUjYoqwPUnMzSmPiz7QaPXB3XT4QIZqj9mHH4smcWmNW3KxfjreVGLAdtv2l-Ma9LY-rF5dp6A0Ok8tFiYIcX5cJI2U1KaljN85keWbPNGD4fcW35pELZkOtyL=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJI4Cr-ncHVHWXBuRU32CasMVaqvihD4r2VBTf5XzIGGpLyXdZX_7axt7OEE0hSkTdBGlAulXWAfLlpuQP9-TnbBhroUnFaJ4oxKJ5RQjXtG9w6YW8Rp2CXzRGZr0YHLNYBgCJY3Ew=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJINhn-l5bqF2uFnMLYnouleu7duXbBuCk7pC-agkCyCSPXvcCBTD2jeUBeP2gkyMmHFPWlEMIDhz1t3GicTlmfPsdjd6fcbtAP4WcWeAwoIGJziiEc14Ebeahud7gThVXdBGwAi=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJKVjlkQzRwQK8V1gObOSMt5bzW92c7Vp74Kuj3-CNCFhJMmrsJtOHLUidYWVizcuH-Xm2vQSh6PbfYpXNd0Jvv4j70T1QKdUtNvFMZp3G__kTfoAW2yktozgXbm5poEMkOpkLgTVg=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJIOGvyT3DhZCgA9ylZq0q5nqmXiWXRqGikX2e81lpQpsESoaFrBeK4XUW7z7OjWtg-OVZsdDpdbHPaUdNOPXPO2___vTAG4yMG7TW8b01DBRdvDFvMFZeE6LI0vvHFlv9H1Ozuj=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJJ6husmZYmEjUf2cLQz809wKb8PqW7vCGOQW5eqhCGWIgqJ172OPE9Xu4VO0dtmaU-rTBIRV0q2m2pAUZCh-zwuhBrfjw7QVtlxJPb3liN5CYqstB8KO9OCqhUiTZFdoV-H9BJ_7g=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJLKmwdEWGxMDVQlWSFvgAQCBUzlze71JYjCq0I89yGBh9m6ybZatwE1cFhC57G_T1QiDAw-3HatKXc2LFaSele3GwKlB68-fjATLtJ62kL0RG2TlNH-gBPS4CaJGBjYLuOLzyk=w100-h100-n""",
2024-12-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQzeTdPcS1RRRAB!2m1!1s0x0 ,Starletta Williams,https://www.google.com/maps/contrib/107718524571725107970,TRUE,74,5,"The atmosphere was phenomenal. It looked like Winter wonderland, the service was great, the place was clean, food and drinks were fantastic. Definitely the place to host a party",,
2024-12-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQzNHRPUTB3RRAB!2m1!1s0x0 ,r evola,https://www.google.com/maps/contrib/113765674737687208224,FALSE,3,5,"If you want the best of everything, this is the place to see & be seen! The atmosphere is second to none. The staff is warm and hospitable. The food is delightful and the view is gorgeous!",,
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUMzMmFHdEpnEAE!2m1!1s0x0 ,adel hatem,https://www.google.com/maps/contrib/116889951554709057313,FALSE,7,5,Gorgeous venue. One of the best in the detroit area. Roostertail people are amazing and super helpful.If you are looking for a venue TRUST me look no more.,,
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMzM28yUXhBRRAB!2m1!1s0x0 ,Hilaire Tolsma,https://www.google.com/maps/contrib/108630419585558980685,FALSE,4,5,"Had a great time! Food, presentation, drinks, decorations, and wait staff was top notch!",,
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMzM29IWHd3RRAB!2m1!1s0x0 ,Aaron Tucker,https://www.google.com/maps/contrib/103695940908343522375,FALSE,3,5,Great presentation and atmosphere with the holiday presentation...,,
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUMzM3ZxUGRBEAE!2m1!1s0x0 ,WestCoast Meds,https://www.google.com/maps/contrib/103165837067091680091,FALSE,4,5,AN AMAZING TIME!,,
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMzbnF2cXR3RRAB!2m1!1s0x0 ,Vanassa Owens-Warren,https://www.google.com/maps/contrib/112984624401026772477,FALSE,1,5,"Loved the decorations and variety of holiday food, drinks, and desserts!  Thanks for sharing.",,
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURadWVucUZBEAE!2m1!1s0x0 ,Peggy Uzzle,https://www.google.com/maps/contrib/103775936712846023128,FALSE,11,5,"I can not be more pleased. Our experience, from start to finish, was 1st Class, exceptional and beautiful.  The venue is elegant, the waterfront views are spectacular and the service was excellent.“Mother of the Bride”",,
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURJOUw3ZGZREAE!2m1!1s0x0 ,J pride,https://www.google.com/maps/contrib/108787217787797551872,FALSE,7,5,Wonderful place to have events! Always a great and fun time!,,
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMzbnFxTzBnRRAB!2m1!1s0x0 ,megan schultz,https://www.google.com/maps/contrib/116620845040219673124,FALSE,3,5,"My husband and I recently celebrated the most incredible day of our lives at the Roostertail on September 27, 2024. I can confidently say that there is no better venue for a wedding than this one. From my very first inquiry, their team was impressively responsive and accommodating. As soon as we stepped into the venue, we were captivated by the stunning view and the beautifully remodeled reception area. After a delightful conversation and tour with Nicole, we were convinced that this was the perfect place for our wedding! Nicole is such an upbeat, kind soul, she was a factor into why we booked with them! Nicole did go over all price point options that they offered to ensure we were going to have everything we wanted for our big day. Throughout the planning process and on the big day, Nicole and Colleen were exceptional with all things wedding planning.  Shawna also played a crucial role in ensuring everything ran smoothly and on schedule. Our guests have been raving about the venue, the breathtaking views, and the delicious food! The wait staff was nothing short of extraordinary and incredibly efficient. I wholeheartedly recommend the Roostertail for your wedding or any special event! Worth every penny! I lived out my princess dreams!",,
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMzN3NfVDFBRRAB!2m1!1s0x0 ,Roberta Allen,https://www.google.com/maps/contrib/109081656158735222401,FALSE,4,5,"As always, over the top!! Great food, great drinks and especially GREAT PEOPLE!!! ABSOLUTELY LOVE YOU GUYS!!!","""https://lh3.googleusercontent.com/geougc-cs/AIHozJKzzj8PXIkFHcSzCoAPmVauVdjCEbEGnPFmj2EAIjPF-aR7yl3pgGszWtLDDftPN2kDt5Nf6BC18Wc9ORhunb6HSG9eg-JpN6w7gLy35pkFtSm6drU4266B_XY-Pg_CMB4CWl9w=w100-h100-n"", ""https://lh3.googleusercontent.com/geougc-cs/AIHozJL_5zdoIeGYtURrb_ziooExLnNoc520scDS8FxlprQJKs7vTIHPNF882VSZp5-RTiRrIDWx2JRtLnsi4myxhErdzZCn5JqrwfJMBqr7PbxeKqSoLuUcmy2ZG9sRObe8AxpRz_8W=w100-h100-n""",
2024-11-15,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUMzN3FmcE9BEAE!2m1!1s0x0 ,Rayshaun Phillips,https://www.google.com/maps/contrib/109298482743721039066,FALSE,9,5,"I attended as a client guest and when I say BLOWN AWAY! I'm so excited to host my organization's holiday party here in December. The venue, the team, and the staff were so amazing. Please, consider them for your next event!",,
